id,category,subcategory,difficulty,question,option_1,option_2,option_3,option_4,correct_answer,explanation,confidence,source,created_at
181,programming,java,2,How does What differ from alternatives?,A different approach to What with additional configuration,A component of What with additional configuration,"What is the easiest way to take the InputStream and convert it to a String?
public String convertStreamToString(InputStream is) {
// ???
}",An alternative to What with additional configuration,2,"What is the easiest way to take the InputStream and convert it to a String?
public String convertStreamToString(InputStream is) {
// ???
}",0.8,java,2025-08-25T19:48:13.180230
182,programming,java,2,What problem does NullPointerException solve?,A different approach to NullPointerException,An alternative to NullPointerException,A component of NullPointerException,I use x != null to avoid NullPointerException,3,I use x != null to avoid NullPointerException,0.8,java,2025-08-25T19:48:13.180233
151,programming,javascript,1,Why would you use Constraints in javascript?,An alternative to Constraints,A component of Constraints with additional configuration,A different approach to Constraints,"remove(value);

Constraints: I have to use core JavaScript",3,"remove(value);

Constraints: I have to use core JavaScript",0.8,javascript,2025-08-25T19:48:13.180120
153,programming,javascript,1,"In programming, what does Frameworks refer to?",A  frameworks are not allowed,A different approach to Frameworks,An alternative to Frameworks,A component of Frameworks,0,Frameworks is correctly described as: A  frameworks are not allowed,0.8,javascript,2025-08-25T19:48:13.180127
149,programming,javascript,2,What is required to use How?,"How do I remove a specific value from an array? Something like:
array",An alternative to How with additional configuration,A component of How with additional configuration,A different approach to How with additional configuration,0,"How do I remove a specific value from an array? Something like:
array",0.8,javascript,2025-08-25T19:48:13.180112
150,programming,javascript,2,How does Something differ from alternatives?,A different approach to Something with additional configuration,An alternative to Something with additional configuration,A component of Something with additional configuration,"How do I remove a specific value from an array? Something like:
array",3,"How do I remove a specific value from an array? Something like:
array",0.8,javascript,2025-08-25T19:48:13.180116
152,programming,javascript,2,How is JavaScript typically implemented?,"remove(value);

Constraints: I have to use core JavaScript",A component of JavaScript with additional configuration,A different approach to JavaScript,An alternative to JavaScript with additional configuration,0,"remove(value);

Constraints: I have to use core JavaScript",0.8,javascript,2025-08-25T19:48:13.180123
154,programming,javascript,2,How is How typically implemented?,"toggle()?
How do I test if an element is visible or hidden?",A component of How with additional configuration,A different approach to How with additional configuration,An alternative to How with additional configuration,0,"toggle()?
How do I test if an element is visible or hidden?",0.8,javascript,2025-08-25T19:48:13.180131
155,programming,javascript,2,Which approach is best for Recently?,A component of Recently with additional configuration,An alternative to Recently with additional configuration,A different approach to Recently with additional configuration,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use s",3,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use strict"" statement",0.8,javascript,2025-08-25T19:48:13.180134
156,programming,javascript,2,How does JavaScript differ from alternatives?,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use s",A different approach to JavaScript with additional configuration,An alternative to JavaScript with additional configuration,A component of JavaScript with additional configuration,0,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use strict"" statement",0.8,javascript,2025-08-25T19:48:13.180138
157,programming,javascript,2,What is the primary purpose of Crockford?,A component of Crockford with additional configuration,An alternative to Crockford with additional configuration,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use s",A different approach to Crockford with additional configuration,2,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use strict"" statement",0.8,javascript,2025-08-25T19:48:13.180141
158,programming,javascript,2,What is Problem?,"A recently, i ran some of my javascript code through crockford's jslint, and it gave the following error:

problem at line 1 character 1: missing ""use s",A different approach to Problem with additional configuration,An alternative to Problem with additional configuration,A component of Problem with additional configuration,0,"Problem is correctly described as: A recently, i ran some of my javascript code through crockford's jslint, and it gave the following e",0.8,javascript,2025-08-25T19:48:13.180145
159,programming,javascript,2,Why would you use Missing in javascript?,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use s",A different approach to Missing with additional configuration,An alternative to Missing with additional configuration,A component of Missing with additional configuration,0,"Recently, I ran some of my JavaScript code through Crockford's JSLint, and it gave the following error:

Problem at line 1 character 1: Missing ""use strict"" statement",0.8,javascript,2025-08-25T19:48:13.180148
160,programming,javascript,2,"In programming, what does How refer to?",A how can i redirect the user from one page to another using jquery or pure javascript?,A component of How with additional configuration,A different approach to How with additional configuration,An alternative to How with additional configuration,0,How is correctly described as: A how can i redirect the user from one page to another using jquery or pure javascript?,0.8,javascript,2025-08-25T19:48:13.180152
161,programming,javascript,2,Why would you use JavaScript in javascript?,A component of JavaScript with additional configuration,An alternative to JavaScript with additional configuration,A different approach to JavaScript with additional configuration,How can I redirect the user from one page to another using jQuery or pure JavaScript?,3,How can I redirect the user from one page to another using jQuery or pure JavaScript?,0.8,javascript,2025-08-25T19:48:13.180155
162,programming,javascript,2,How does JavaScript differ from alternatives?,A different approach to JavaScript,An alternative to JavaScript with additional configuration,A component of JavaScript with additional configuration,I've recently started maintaining someone else's JavaScript code,3,I've recently started maintaining someone else's JavaScript code,0.8,javascript,2025-08-25T19:48:13.180159
163,programming,javascript,2,Why would you use Some in javascript?,A different approach to Some with additional configuration,"The two ways are:
var functionOne = function() {
    // Some code
};

And,
function functionTwo() {
    // Some code
}

What are the reasons for usin",A component of Some with additional configuration,An alternative to Some with additional configuration,1,"The two ways are:
var functionOne = function() {
    // Some code
};

And,
function functionTwo() {
    // Some code
}

What are the reasons for using these two different methods and what are the pros",0.8,javascript,2025-08-25T19:48:13.180162
164,programming,javascript,2,What is What?,"A 
the two ways are:
var functionone = function() {
    // some code
};

and,
function functiontwo() {
    // some code
}

what are the reasons for usin",A different approach to What with additional configuration,A component of What with additional configuration,An alternative to What with additional configuration,0,"What is correctly described as: A 
the two ways are:
var functionone = function() {
    // some code
};

and,
function functiontwo()",0.8,javascript,2025-08-25T19:48:13.180166
391,programming,mongodb,1,What is What?,A component of What with additional configuration,A what's the easiest way to do this from my bash prompt?,A different approach to What,An alternative to What with additional configuration,1,What is correctly described as: A what's the easiest way to do this from my bash prompt?,0.8,mongodb,2025-08-25T19:48:13.180996
376,programming,mongodb,2,How is How typically implemented?,An alternative to How with additional configuration,A component of How with additional configuration,A different approach to How with additional configuration,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an op",3,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an operator for like in the documentation",0.8,mongodb,2025-08-25T19:48:13.180937
377,programming,mongodb,2,Which of the following best describes SQL?,An alternative to SQL with additional configuration,"A i want to query something with sql's like query:
select * from users  where name like '%m%'

how can i achieve the same in mongodb? i can't find an op",A different approach to SQL with additional configuration,A component of SQL with additional configuration,1,"SQL is correctly described as: A i want to query something with sql's like query:
select * from users  where name like '%m%'

how c",0.8,mongodb,2025-08-25T19:48:13.180940
378,programming,mongodb,2,How is SELECT typically implemented?,An alternative to SELECT with additional configuration,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an op",A component of SELECT with additional configuration,A different approach to SELECT with additional configuration,1,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an operator for like in the documentation",0.8,mongodb,2025-08-25T19:48:13.180944
379,programming,mongodb,2,How is FROM typically implemented?,A component of FROM with additional configuration,An alternative to FROM with additional configuration,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an op",A different approach to FROM with additional configuration,2,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an operator for like in the documentation",0.8,mongodb,2025-08-25T19:48:13.180947
380,programming,mongodb,2,How is WHERE typically implemented?,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an op",A different approach to WHERE with additional configuration,An alternative to WHERE with additional configuration,A component of WHERE with additional configuration,0,"I want to query something with SQL's like query:
SELECT * FROM users  WHERE name LIKE '%m%'

How can I achieve the same in MongoDB? I can't find an operator for like in the documentation",0.8,mongodb,2025-08-25T19:48:13.180953
381,programming,mongodb,2,What problem does However solve?,A component of However with additional configuration,"However, it's pretty common for me to subset on rows when creating reports or generating descriptive statistics",An alternative to However with additional configuration,A different approach to However with additional configuration,1,"However, it's pretty common for me to subset on rows when creating reports or generating descriptive statistics",0.8,mongodb,2025-08-25T19:48:13.180957
382,programming,mongodb,2,How does One differ from alternatives?,An alternative to One with additional configuration,A component of One with additional configuration,"One day I hope to replace my use of SAS with python and pandas, but I currently lack an out-of-core workflow for large datasets",A different approach to One with additional configuration,2,"One day I hope to replace my use of SAS with python and pandas, but I currently lack an out-of-core workflow for large datasets",0.8,mongodb,2025-08-25T19:48:13.180961
383,programming,mongodb,2,How is Others typically implemented?,An alternative to Others with additional configuration,Others have mentioned MongoDB as an easier to use alternative,A component of Others with additional configuration,A different approach to Others with additional configuration,1,Others have mentioned MongoDB as an easier to use alternative,0.8,mongodb,2025-08-25T19:48:13.180965
384,programming,mongodb,2,How does What differ from alternatives?,An alternative to What with additional configuration,A different approach to What with additional configuration,A component of What with additional configuration,"My question is this:
What are some best-practice workflows for accomplishing the following:

Loading flat files into a permanent, on-disk database s",3,"My question is this:
What are some best-practice workflows for accomplishing the following:

Loading flat files into a permanent, on-disk database structure
Querying that database to retrieve data to ",0.8,mongodb,2025-08-25T19:48:13.180969
385,programming,mongodb,2,What is the primary purpose of Loading?,A component of Loading with additional configuration,An alternative to Loading with additional configuration,A different approach to Loading with additional configuration,"My question is this:
What are some best-practice workflows for accomplishing the following:

Loading flat files into a permanent, on-disk database s",3,"My question is this:
What are some best-practice workflows for accomplishing the following:

Loading flat files into a permanent, on-disk database structure
Querying that database to retrieve data to ",0.8,mongodb,2025-08-25T19:48:13.180974
386,programming,mongodb,2,What is required to use ObjectId?,A different approach to ObjectId with additional configuration,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode""",A component of ObjectId with additional configuration,An alternative to ObjectId with additional configuration,1,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode"" : [""2223""]
}
{
  ""_id"" : ObjectId(""4e8ae86d081019",0.8,mongodb,2025-08-25T19:48:13.180979
387,programming,mongodb,2,What is required to use Name?,A different approach to Name with additional configuration,A component of Name with additional configuration,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode""",An alternative to Name with additional configuration,2,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode"" : [""2223""]
}
{
  ""_id"" : ObjectId(""4e8ae86d081019",0.8,mongodb,2025-08-25T19:48:13.180982
388,programming,mongodb,2,Why would you use Another in mongodb?,An alternative to Another with additional configuration,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode""",A component of Another with additional configuration,A different approach to Another with additional configuration,1,"I have a MongoDB collection with documents in the following format:
{
  ""_id"" : ObjectId(""4e8ae86d08101908e1000001""),
  ""name"" : [""Name""],
  ""zipcode"" : [""2223""]
}
{
  ""_id"" : ObjectId(""4e8ae86d081019",0.8,mongodb,2025-08-25T19:48:13.180986
389,programming,mongodb,2,How does This differ from alternatives?,"find({ name : { $size : 2 }})

This correctly returns the documents with 2 elements in the name array",An alternative to This with additional configuration,A component of This with additional configuration,A different approach to This with additional configuration,0,"find({ name : { $size : 2 }})

This correctly returns the documents with 2 elements in the name array",0.8,mongodb,2025-08-25T19:48:13.180989
390,programming,mongodb,2,Which approach is best for However?,A component of However with additional configuration,An alternative to However with additional configuration,A different approach to However with additional configuration,"However, I can't do a $gt command to return all documents where the name field has an array size of greater than 2:
db",3,"However, I can't do a $gt command to return all documents where the name field has an array size of greater than 2:
db",0.8,mongodb,2025-08-25T19:48:13.180992
406,programming,mysql,1,Which of the following best describes Windows?,An alternative to Windows,"A 
i have a windows server 2008 r2 installation",A component of Windows with additional configuration,A different approach to Windows,1,"Windows is correctly described as: A 
i have a windows server 2008 r2 installation",0.8,mysql,2025-08-25T19:48:13.181055
407,programming,mysql,1,What is the primary purpose of Server?,A different approach to Server,An alternative to Server,I have a Windows Server 2008 R2 installation,A component of Server with additional configuration,2,I have a Windows Server 2008 R2 installation,0.8,mysql,2025-08-25T19:48:13.181058
404,programming,mysql,2,Which approach is best for Would?,A different approach to Would with additional configuration,A component of Would with additional configuration,"Would you recommend using a datetime or a timestamp field, and why (using MySQL)? 
I'm working with PHP on the server side",An alternative to Would with additional configuration,2,"Would you recommend using a datetime or a timestamp field, and why (using MySQL)? 
I'm working with PHP on the server side",0.8,mysql,2025-08-25T19:48:13.181048
405,programming,mysql,2,What is PHP?,A component of PHP with additional configuration,"A would you recommend using a datetime or a timestamp field, and why (using mysql)? 
i'm working with php on the server side",A different approach to PHP with additional configuration,An alternative to PHP with additional configuration,1,"PHP is correctly described as: A would you recommend using a datetime or a timestamp field, and why (using mysql)? 
i'm working wit",0.8,mysql,2025-08-25T19:48:13.181052
408,programming,mysql,2,How does How differ from alternatives?,"How can I import this file without a problem?
Do I need to create a database first?",A component of How with additional configuration,An alternative to How with additional configuration,A different approach to How with additional configuration,0,"How can I import this file without a problem?
Do I need to create a database first?",0.8,mysql,2025-08-25T19:48:13.181062
409,programming,mysql,2,What is required to use That?,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following exam",A different approach to That with additional configuration,An alternative to That with additional configuration,A component of That with additional configuration,0,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:
$unsafe_variable = $_POST['user_input']; 

my",0.8,mysql,2025-08-25T19:48:13.181065
410,programming,mysql,2,What is required to use What?,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following exam",An alternative to What with additional configuration,A different approach to What with additional configuration,A component of What with additional configuration,0,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:
$unsafe_variable = $_POST['user_input']; 

my",0.8,mysql,2025-08-25T19:48:13.181068
411,programming,mysql,2,How does SQL differ from alternatives?,A component of SQL with additional configuration,A different approach to SQL with additional configuration,An alternative to SQL with additional configuration,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following exam",3,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:
$unsafe_variable = $_POST['user_input']; 

my",0.8,mysql,2025-08-25T19:48:13.181072
412,programming,mysql,2,Which approach is best for INSERT?,An alternative to INSERT with additional configuration,A component of INSERT with additional configuration,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following exam",A different approach to INSERT with additional configuration,2,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:
$unsafe_variable = $_POST['user_input']; 

my",0.8,mysql,2025-08-25T19:48:13.181076
413,programming,mysql,2,Why would you use INTO in mysql?,A different approach to INTO with additional configuration,An alternative to INTO with additional configuration,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following exam",A component of INTO with additional configuration,2,"If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:
$unsafe_variable = $_POST['user_input']; 

my",0.8,mysql,2025-08-25T19:48:13.181079
414,programming,mysql,2,"In programming, what does What refer to?",An alternative to What with additional configuration,A different approach to What with additional configuration,A component of What with additional configuration,A what are the technical reasons for why one shouldn't use mysql_* functions? (e,3,What is correctly described as: A what are the technical reasons for why one shouldn't use mysql_* functions? (e,0.8,mysql,2025-08-25T19:48:13.181082
415,programming,mysql,2,When should you use Why?,A different approach to Why with additional configuration,A component of Why with additional configuration,"mysql_query(), mysql_connect() or mysql_real_escape_string())?
Why should I use something else even if they work on my site?
If they don't work on my",An alternative to Why with additional configuration,2,"mysql_query(), mysql_connect() or mysql_real_escape_string())?
Why should I use something else even if they work on my site?
If they don't work on my site, why do I get errors like 

Warning: mysql_co",0.8,mysql,2025-08-25T19:48:13.181085
416,programming,mysql,2,What is Warning?,An alternative to Warning with additional configuration,A different approach to Warning with additional configuration,"A  mysql_query(), mysql_connect() or mysql_real_escape_string())?
why should i use something else even if they work on my site?
if they don't work on my",A component of Warning with additional configuration,2,"Warning is correctly described as: A  mysql_query(), mysql_connect() or mysql_real_escape_string())?
why should i use something else ev",0.8,mysql,2025-08-25T19:48:13.181089
417,programming,mysql,2,Why would you use What in mysql?,A component of What with additional configuration,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",An alternative to What with additional configuration,A different approach to What with additional configuration,1,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",0.8,mysql,2025-08-25T19:48:13.181092
418,programming,mysql,2,What is INNER?,A component of INNER with additional configuration,A different approach to INNER with additional configuration,"A what's the difference between inner join, left join, right join and full join 
in mysql?",An alternative to INNER with additional configuration,2,"INNER is correctly described as: A what's the difference between inner join, left join, right join and full join 
in mysql?",0.8,mysql,2025-08-25T19:48:13.181096
419,programming,mysql,2,How does JOIN differ from alternatives?,An alternative to JOIN with additional configuration,A component of JOIN with additional configuration,A different approach to JOIN with additional configuration,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",3,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",0.8,mysql,2025-08-25T19:48:13.181099
420,programming,mysql,2,What is LEFT?,"A what's the difference between inner join, left join, right join and full join 
in mysql?",A different approach to LEFT with additional configuration,A component of LEFT with additional configuration,An alternative to LEFT with additional configuration,0,"LEFT is correctly described as: A what's the difference between inner join, left join, right join and full join 
in mysql?",0.8,mysql,2025-08-25T19:48:13.181102
421,programming,mysql,2,How is RIGHT typically implemented?,A different approach to RIGHT with additional configuration,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",A component of RIGHT with additional configuration,An alternative to RIGHT with additional configuration,1,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",0.8,mysql,2025-08-25T19:48:13.181105
291,programming,node.js,1,When should you use Previously?,"Previously, it was a tilde ~ prefix",A different approach to Previously,An alternative to Previously,A component of Previously,0,"Previously, it was a tilde ~ prefix",0.8,node.js,2025-08-25T19:48:13.180628
298,programming,node.js,1,Which approach is best for Node?,A different approach to Node,I have a web server written in Node,A component of Node,An alternative to Node,1,I have a web server written in Node,0.8,node.js,2025-08-25T19:48:13.180652
304,programming,node.js,1,How is Node typically implemented?,A component of Node with additional configuration,An alternative to Node with additional configuration,A different approach to Node,How can I find the version of an installed Node,3,How can I find the version of an installed Node,0.8,node.js,2025-08-25T19:48:13.180676
290,programming,node.js,2,Which approach is best for After?,A different approach to After with additional configuration,"After I upgraded to the latest stable node and npm, I tried npm install moment --save",An alternative to After with additional configuration,A component of After with additional configuration,1,"After I upgraded to the latest stable node and npm, I tried npm install moment --save",0.8,node.js,2025-08-25T19:48:13.180624
292,programming,node.js,2,What is Why?,An alternative to Why with additional configuration,A different approach to Why with additional configuration,A component of Why with additional configuration,"A 

why are these changes made in npm?
what is the difference between tilde ~ and caret ^?
what are the advantages over previous ones?",3,"Why is correctly described as: A 

why are these changes made in npm?
what is the difference between tilde ~ and caret ^?
what are ",0.8,node.js,2025-08-25T19:48:13.180631
293,programming,node.js,2,What is required to use What?,A different approach to What with additional configuration,An alternative to What with additional configuration,A component of What with additional configuration,"Why are these changes made in npm?
What is the difference between tilde ~ and caret ^?
What are the advantages over previous ones?",3,"Why are these changes made in npm?
What is the difference between tilde ~ and caret ^?
What are the advantages over previous ones?",0.8,node.js,2025-08-25T19:48:13.180634
294,programming,node.js,2,"In programming, what does Are refer to?",A component of Are with additional configuration,A different approach to Are with additional configuration,An alternative to Are with additional configuration,A are there any issues with using async/await in a foreach loop? i'm trying to loop through an array of files and await on the contents of each file,3,Are is correctly described as: A are there any issues with using async/await in a foreach loop? i'm trying to loop through an array,0.8,node.js,2025-08-25T19:48:13.180637
295,programming,node.js,2,What problem does Assume solve?,A component of Assume with additional configuration,An alternative to Assume with additional configuration,"import fs from 'fs-promise'

async function printFiles () {
  const files = await getFilePaths() // Assume this works fine

  files",A different approach to Assume with additional configuration,2,"import fs from 'fs-promise'

async function printFiles () {
  const files = await getFilePaths() // Assume this works fine

  files",0.8,node.js,2025-08-25T19:48:13.180641
296,programming,node.js,2,What is the primary purpose of This?,A component of This with additional configuration,A different approach to This with additional configuration,An alternative to This with additional configuration,"log(contents)
  })
}

printFiles()

This code does work, but could something go wrong with this? I had someone tell me that you're not supposed to use",3,"log(contents)
  })
}

printFiles()

This code does work, but could something go wrong with this? I had someone tell me that you're not supposed to use async/await in a higher-order function like this,",0.8,node.js,2025-08-25T19:48:13.180645
297,programming,node.js,2,"In programming, what does What refer to?","A i saw some tutorial where the command was:
npm install --save

what does the --save option mean?",A component of What with additional configuration,A different approach to What with additional configuration,An alternative to What with additional configuration,0,"What is correctly described as: A i saw some tutorial where the command was:
npm install --save

what does the --save option mean?",0.8,node.js,2025-08-25T19:48:13.180649
300,programming,node.js,2,"In programming, what does Usage refer to?",A component of Usage with additional configuration,"A js help says this is possible:
$ node -h
usage: node [options] script",A different approach to Usage with additional configuration,An alternative to Usage with additional configuration,1,"Usage is correctly described as: A js help says this is possible:
$ node -h
usage: node [options] script",0.8,node.js,2025-08-25T19:48:13.180659
301,programming,node.js,2,What problem does How solve?,A different approach to How with additional configuration,An alternative to How with additional configuration,A component of How with additional configuration,"js [arguments]

How would I access those arguments in JavaScript? Somehow I was not able to find this information on the web",3,"js [arguments]

How would I access those arguments in JavaScript? Somehow I was not able to find this information on the web",0.8,node.js,2025-08-25T19:48:13.180663
303,programming,node.js,2,Why would you use How in node.js?,A component of How with additional configuration,A different approach to How with additional configuration,An alternative to How with additional configuration,", the latest version available):
npm view <package-name> version

How do I get the installed version?",3,", the latest version available):
npm view <package-name> version

How do I get the installed version?",0.8,node.js,2025-08-25T19:48:13.180670
305,programming,node.js,2,What is the main advantage of This?,A different approach to This with additional configuration,A component of This with additional configuration,"js or npm package?
This prints the version of npm itself:
npm -v <package-name>

This prints a cryptic error:
npm version <package-name>

This prints",An alternative to This with additional configuration,2,"js or npm package?
This prints the version of npm itself:
npm -v <package-name>

This prints a cryptic error:
npm version <package-name>

This prints the package version on the registry (i",0.8,node.js,2025-08-25T19:48:13.180680
299,programming,node.js,3,Which of the following best describes JavaScript?,A component of JavaScript with additional configuration,An alternative to JavaScript with additional configuration,"A js [arguments]

how would i access those arguments in javascript? somehow i was not able to find this information on the web",A different approach to JavaScript with additional configuration,2,"JavaScript is correctly described as: A js [arguments]

how would i access those arguments in javascript? somehow i was not able to find t",0.8,node.js,2025-08-25T19:48:13.180656
302,programming,node.js,3,What is Somehow?,"A js [arguments]

how would i access those arguments in javascript? somehow i was not able to find this information on the web",An alternative to Somehow with additional configuration,A component of Somehow with additional configuration,A different approach to Somehow with additional configuration,0,"Somehow is correctly described as: A js [arguments]

how would i access those arguments in javascript? somehow i was not able to find t",0.8,node.js,2025-08-25T19:48:13.180666
368,programming,objective-c,1,Which approach is best for However?,A component of However,A different approach to However,An alternative to However,"However, I have encountered a few files (e",3,"However, I have encountered a few files (e",0.8,objective-c,2025-08-25T19:48:13.180908
357,programming,objective-c,2,What problem does What solve?,A component of What with additional configuration,An alternative to What with additional configuration,A different approach to What with additional configuration,"What do atomic and nonatomic mean in property declarations?
@property(nonatomic, retain) UITextField *userName;
@property(atomic, retain) UITextField",3,"What do atomic and nonatomic mean in property declarations?
@property(nonatomic, retain) UITextField *userName;
@property(atomic, retain) UITextField *userName;
@property(retain) UITextField *userName",0.8,objective-c,2025-08-25T19:48:13.180867
358,programming,objective-c,2,How is With typically implemented?,"With the iOS SDK:
I have a UIView with UITextFields that bring up a keyboard",An alternative to With with additional configuration,A different approach to With with additional configuration,A component of With with additional configuration,0,"With the iOS SDK:
I have a UIView with UITextFields that bring up a keyboard",0.8,objective-c,2025-08-25T19:48:13.180871
359,programming,objective-c,2,Which of the following best describes Allow?,An alternative to Allow with additional configuration,A component of Allow with additional configuration,"A  i need it to be able to:

allow scrolling of the contents of the uiscrollview to see the other text fields once the keyboard is brought up

automatic",A different approach to Allow with additional configuration,2,"Allow is correctly described as: A  i need it to be able to:

allow scrolling of the contents of the uiscrollview to see the other te",0.8,objective-c,2025-08-25T19:48:13.180874
360,programming,objective-c,2,Which of the following best describes Automatically?,An alternative to Automatically with additional configuration,A component of Automatically with additional configuration,A different approach to Automatically with additional configuration,"A  i need it to be able to:

allow scrolling of the contents of the uiscrollview to see the other text fields once the keyboard is brought up

automatic",3,"Automatically is correctly described as: A  i need it to be able to:

allow scrolling of the contents of the uiscrollview to see the other te",0.8,objective-c,2025-08-25T19:48:13.180881
361,programming,objective-c,2,What is the primary purpose of Does?,A different approach to Does with additional configuration,A component of Does with additional configuration,An alternative to Does with additional configuration,"Do I need both a UIView and a UIScrollView? Does one go inside the other?
What needs to be implemented in order to automatically scroll to the active",3,"Do I need both a UIView and a UIScrollView? Does one go inside the other?
What needs to be implemented in order to automatically scroll to the active text field?
Ideally as much of the setup of the co",0.8,objective-c,2025-08-25T19:48:13.180884
362,programming,objective-c,2,Why would you use What in objective-c?,"Do I need both a UIView and a UIScrollView? Does one go inside the other?
What needs to be implemented in order to automatically scroll to the active",An alternative to What with additional configuration,A component of What with additional configuration,A different approach to What with additional configuration,0,"Do I need both a UIView and a UIScrollView? Does one go inside the other?
What needs to be implemented in order to automatically scroll to the active text field?
Ideally as much of the setup of the co",0.8,objective-c,2025-08-25T19:48:13.180888
363,programming,objective-c,2,How does Objective differ from alternatives?,An alternative to Objective with additional configuration,"I'm new to iOS and Objective-C and the whole MVC paradigm and I'm stuck with the following:
I have a view that acts as a data entry form and I want to",A different approach to Objective with additional configuration,A component of Objective with additional configuration,1,"I'm new to iOS and Objective-C and the whole MVC paradigm and I'm stuck with the following:
I have a view that acts as a data entry form and I want to give the user the option to select multiple produ",0.8,objective-c,2025-08-25T19:48:13.180891
364,programming,objective-c,2,What problem does How solve?,A different approach to How with additional configuration,An alternative to How with additional configuration,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that bac",A component of How with additional configuration,2,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that back to the previous data entry form view so it can be",0.8,objective-c,2025-08-25T19:48:13.180894
365,programming,objective-c,2,When should you use Core?,A different approach to Core with additional configuration,An alternative to Core with additional configuration,A component of Core with additional configuration,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that bac",3,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that back to the previous data entry form view so it can be",0.8,objective-c,2025-08-25T19:48:13.180898
366,programming,objective-c,2,Which approach is best for Data?,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that bac",A different approach to Data with additional configuration,An alternative to Data with additional configuration,A component of Data with additional configuration,0,"How do I transfer the data from one view to another? I will be holding the selections on the UITableView in an array, but how do I then pass that back to the previous data entry form view so it can be",0.8,objective-c,2025-08-25T19:48:13.180901
